,Input,Output,Network
video/240p_60fps.mp4,60.0,8.611878305428537,10.714184996691012
video/360p_30fps.mp4,30.0,6.417437038946828,10.758881242834716
video/480p_30fps.mp4,30.0,6.298099888823781,10.649522693894507
video/720p_30fps.mp4,30.0,2.890941196877572,10.755170912634453
video/1080p_30fps.mp4,30.0,1.47539152000058,10.682913930076626
video/1080p_60fps.mp4,60.0,1.571725528534698,10.296438413990144
