,Input,Output,Network
video/240p_60fps.mp4,60.0,0.5423056524744749,0.5415412143886909
video/360p_30fps.mp4,30.0,0.5471821714242052,0.5568306580733713
video/480p_30fps.mp4,30.0,0.5577987328738127,0.5711110391849821
video/720p_30fps.mp4,30.0,0.5009136447577031,0.5679495735483641
video/1080p_30fps.mp4,30.0,0.4214759070534997,0.5464352491130122
video/1080p_60fps.mp4,60.0,0.4185605689627788,0.540385991130454
