,Input,Output,Network
video/240p_60fps.mp4,60.0,21.889947925491327,31.72997702108593
video/360p_30fps.mp4,30.0,19.797736552187747,31.383193388465955
video/480p_30fps.mp4,30.0,19.46692014551146,31.064591453987163
video/720p_30fps.mp4,30.0,14.483705991515125,30.540369282768708
video/1080p_30fps.mp4,30.0,9.685334084575802,29.63583312846768
video/1080p_60fps.mp4,60.0,10.852277676688166,30.91492450873029
0,30.0,10.305522338718054,30.37288500948716
1,30.0,11.759670255349898,28.75221719717527
