,Input,Output,Network
video/240p_60fps.mp4,60.0,2.121525032818269,2.2187481115319634
video/360p_30fps.mp4,30.0,1.9156519536288743,2.188121894224005
video/480p_30fps.mp4,30.0,1.9013109937665145,2.1708400343191108
video/720p_30fps.mp4,30.0,1.4128813406091087,2.1944020690619968
video/1080p_30fps.mp4,30.0,0.96543150359037,2.1801437934904504
video/1080p_60fps.mp4,60.0,0.9956712301591314,2.14934889735464
