,Input,Output,Network
video/240p_60fps.mp4,60.0,6.019216121874213,6.8643654341198825
video/360p_30fps.mp4,30.0,4.7475373144953785,6.7748536362237015
video/480p_30fps.mp4,30.0,4.7994874640492435,6.820705494855383
video/720p_30fps.mp4,30.0,2.569121011055586,7.011448387299389
video/1080p_30fps.mp4,30.0,1.4142151901812627,6.9539608050656065
video/1080p_60fps.mp4,60.0,1.510024465608506,7.124859906824195
