,Input,Output,Network
video/240p_60fps.mp4,60.0,9.464572485330752,10.69538202779973
video/360p_30fps.mp4,30.0,8.025750639144487,10.0306823396038
video/480p_30fps.mp4,30.0,7.910787666828581,9.911752390479265
video/720p_30fps.mp4,30.0,7.208912131738986,10.596103646059978
video/1080p_30fps.mp4,30.0,6.107447491218086,11.182169758328008
video/1080p_60fps.mp4,60.0,6.515211082649395,11.291585080657615
