,Input,Output,Network
video/240p_60fps.mp4,60.0,21.32260657599564,31.63232051958237
video/360p_30fps.mp4,30.0,19.48110158147327,33.463905063989166
video/480p_30fps.mp4,30.0,19.419597310087475,32.46423310728341
video/720p_30fps.mp4,30.0,15.140120577216855,34.21681782927079
video/1080p_30fps.mp4,30.0,9.836038518261311,33.12089095835206
video/1080p_60fps.mp4,60.0,10.509738476857166,35.29837261326103
