,Input,Output,Network
video/240p_60fps.mp4,60.0,38.338655802079415,318.5867938617211
video/360p_30fps.mp4,30.0,15.688410867714744,304.25688396701764
video/480p_30fps.mp4,30.0,14.987164582682464,304.8023461405071
video/720p_30fps.mp4,30.0,3.94202775669979,303.46482040093946
video/1080p_30fps.mp4,30.0,1.6652005915955326,297.607052264734
video/1080p_60fps.mp4,60.0,1.8142199908040542,308.8073425981537
