,Input,Output,Network
video/240p_60fps.mp4,60.0,38.63457095677408,307.668369748502
video/360p_30fps.mp4,30.0,15.649663131213778,297.39172041481135
video/480p_30fps.mp4,30.0,15.288404577031535,296.4255024773047
video/720p_30fps.mp4,30.0,3.986593373397607,290.49824662972645
video/1080p_30fps.mp4,30.0,1.7336308615655724,290.96688045828085
video/1080p_60fps.mp4,60.0,1.8609195719832266,297.4920924056489
