,Input,Output,Network
video/240p_60fps.mp4,60.0,29.323930474494162,108.31408407821802
video/360p_30fps.mp4,30.0,13.290292640134089,143.85311686319247
video/480p_30fps.mp4,30.0,13.293154788148325,143.75262588927947
video/720p_30fps.mp4,30.0,3.7653311964302594,142.63194483424914
video/1080p_30fps.mp4,30.0,1.6647088676521633,142.6552027856715
video/1080p_60fps.mp4,60.0,1.7666493439202386,145.46294557185834
