,Input,Output,Network
video/240p_60fps.mp4,60.0,13.865291572451804,45.87424885533207
video/360p_30fps.mp4,30.0,8.862338267976739,45.54093162700257
video/480p_30fps.mp4,30.0,8.939997041109368,45.4714164182305
video/720p_30fps.mp4,30.0,3.2861546928601384,45.35480741647329
video/1080p_30fps.mp4,30.0,1.5861398555200632,45.44425486454162
video/1080p_60fps.mp4,60.0,1.7012973203584778,45.78965042093944
