,Input,Output,Network
video/240p_60fps.mp4,60.0,39.78772023095701,345.3621763462875
video/360p_30fps.mp4,30.0,16.07953911197821,330.93824426263006
video/480p_30fps.mp4,30.0,15.554277171010911,327.3560539049899
video/720p_30fps.mp4,30.0,4.048974155947021,324.61229352714145
video/1080p_30fps.mp4,30.0,1.7446001195620937,320.1409442028868
video/1080p_60fps.mp4,60.0,1.8821085968631146,331.5395725758737
